Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
2,3,12/17/2014,9365,909,1,1,0,0
2,2,12/16/2014,9499,866,1,1,0,0
2,1,12/15/2014,10419,909,1,1,0,0
2,7,12/14/2014,0,0,0,0,0,0
2,6,12/13/2014,3375,350,1,0,0,0
2,5,12/12/2014,4407,497,1,0,0,0
2,4,12/11/2014,4629,539,1,0,0,0
2,3,12/10/2014,5830,717,1,0,0,0
2,2,12/9/2014,5264,596,1,0,0,0
2,1,12/8/2014,4821,616,1,0,0,0
2,7,12/7/2014,0,0,0,0,0,0
2,6,12/6/2014,2914,386,1,0,0,0
2,5,12/5/2014,6385,676,1,1,0,0
2,4,12/4/2014,6661,670,1,1,0,0
2,3,12/3/2014,7533,769,1,1,0,0
2,2,12/2/2014,7664,751,1,1,0,0
2,1,12/1/2014,8674,783,1,1,0,0
2,7,11/30/2014,0,0,0,0,0,0
2,6,11/29/2014,3424,372,1,0,0,0
2,5,11/28/2014,6062,608,1,1,0,0
2,4,11/27/2014,6119,644,1,1,0,0
2,3,11/26/2014,7588,828,1,1,0,0
2,2,11/25/2014,6511,632,1,1,0,0
2,1,11/24/2014,7038,696,1,1,0,0
2,7,11/23/2014,0,0,0,0,0,0
2,6,11/22/2014,3085,367,1,0,0,0
2,5,11/21/2014,3978,472,1,0,0,0
2,4,11/20/2014,4527,535,1,0,0,0
2,3,11/19/2014,5091,674,1,0,0,0
2,2,11/18/2014,3468,411,1,0,0,0
2,1,11/17/2014,4157,552,1,0,0,0
2,7,11/16/2014,0,0,0,0,0,0
2,6,11/15/2014,2979,373,1,0,0,0
2,5,11/14/2014,4655,560,1,1,0,0
2,4,11/13/2014,5009,624,1,1,0,0
2,3,11/12/2014,6818,776,1,1,0,0
2,2,11/11/2014,5651,601,1,1,0,0
2,1,11/10/2014,6423,690,1,1,0,0
2,7,11/9/2014,0,0,0,0,0,0
2,6,11/8/2014,3311,368,1,0,0,0
2,5,11/7/2014,5445,590,1,1,0,0
2,4,11/6/2014,6307,630,1,1,0,0
2,3,11/5/2014,7142,797,1,1,0,0
2,2,11/4/2014,7015,724,1,1,0,0
2,1,11/3/2014,7549,783,1,1,0,0
2,7,11/2/2014,0,0,0,0,0,0
2,6,11/1/2014,3305,448,1,0,0,0
2,5,10/31/2014,0,0,0,0,a,0
2,4,10/30/2014,5394,653,1,0,0,0
2,3,10/29/2014,4986,668,1,0,0,0
2,2,10/28/2014,3849,523,1,0,0,0
2,1,10/27/2014,4296,573,1,0,0,0
2,7,10/26/2014,0,0,0,0,0,0
2,6,10/25/2014,2542,331,1,0,0,0
2,5,10/24/2014,5096,578,1,1,0,0
2,4,10/23/2014,5729,628,1,1,0,0
2,3,10/22/2014,5261,600,1,1,0,0
2,2,10/21/2014,5382,593,1,1,0,0
2,1,10/20/2014,6631,684,1,1,0,0
2,7,10/19/2014,0,0,0,0,0,0
2,6,10/18/2014,2613,330,1,0,0,0
2,5,10/17/2014,3852,501,1,0,0,1
2,4,10/16/2014,4288,522,1,0,0,1
2,3,10/15/2014,4732,670,1,0,0,1
2,2,10/14/2014,3982,516,1,0,0,1
2,1,10/13/2014,4377,569,1,0,0,1
2,7,10/12/2014,0,0,0,0,0,0
2,6,10/11/2014,2497,322,1,0,0,0
2,5,10/10/2014,4907,529,1,1,0,1
2,4,10/9/2014,5283,614,1,1,0,1
2,3,10/8/2014,6252,736,1,1,0,1
2,2,10/7/2014,5808,646,1,1,0,1
2,1,10/6/2014,7562,748,1,1,0,1
2,7,10/5/2014,0,0,0,0,0,0
2,6,10/4/2014,2979,377,1,0,0,0
2,5,10/3/2014,2689,389,1,1,a,0
2,4,10/2/2014,4845,630,1,1,0,0
2,3,10/1/2014,5565,695,1,1,0,0
2,2,9/30/2014,8461,839,1,1,0,0
2,1,9/29/2014,7514,750,1,1,0,0
2,7,9/28/2014,0,0,0,0,0,0
2,6,9/27/2014,2725,354,1,0,0,0
2,5,9/26/2014,3583,443,1,0,0,0
2,4,9/25/2014,3911,504,1,0,0,0
2,3,9/24/2014,5084,694,1,0,0,0
2,2,9/23/2014,3874,510,1,0,0,0
2,1,9/22/2014,4004,501,1,0,0,0
2,7,9/21/2014,0,0,0,0,0,0
2,6,9/20/2014,2473,306,1,0,0,0
2,5,9/19/2014,4491,547,1,1,0,0
2,4,9/18/2014,4994,556,1,1,0,0
2,3,9/17/2014,6469,762,1,1,0,0
2,2,9/16/2014,6207,663,1,1,0,0
2,1,9/15/2014,6997,735,1,1,0,0
2,7,9/14/2014,0,0,0,0,0,0
2,6,9/13/2014,2593,318,1,0,0,0
2,5,9/12/2014,3323,435,1,0,0,0
2,4,9/11/2014,4123,477,1,0,0,0
2,3,9/10/2014,4865,646,1,0,0,0
2,2,9/9/2014,4963,589,1,0,0,0
2,1,9/8/2014,4189,564,1,0,0,0
2,7,9/7/2014,0,0,0,0,0,0
2,6,9/6/2014,2551,329,1,0,0,0
2,5,9/5/2014,4823,578,1,1,0,0
2,4,9/4/2014,5401,635,1,1,0,0
2,3,9/3/2014,6615,754,1,1,0,0
2,2,9/2/2014,6422,645,1,1,0,0
2,1,9/1/2014,8173,805,1,1,0,0
2,7,8/31/2014,0,0,0,0,0,0
2,6,8/30/2014,2976,376,1,0,0,0
2,5,8/29/2014,4318,537,1,0,0,1
2,4,8/28/2014,3717,524,1,0,0,1
2,3,8/27/2014,5127,699,1,0,0,1
2,2,8/26/2014,3647,462,1,0,0,1
2,1,8/25/2014,3927,538,1,0,0,1
2,7,8/24/2014,0,0,0,0,0,0
2,6,8/23/2014,2738,341,1,0,0,0
2,5,8/22/2014,5064,586,1,1,0,1
2,4,8/21/2014,5626,615,1,1,0,1
2,3,8/20/2014,7056,850,1,1,0,1
2,2,8/19/2014,6000,647,1,1,0,1
2,1,8/18/2014,6355,688,1,1,0,1
2,7,8/17/2014,0,0,0,0,0,0
2,6,8/16/2014,2847,336,1,0,0,0
2,5,8/15/2014,4218,498,1,0,0,1
2,4,8/14/2014,4606,564,1,0,0,1
2,3,8/13/2014,5010,670,1,0,0,1
2,2,8/12/2014,4319,535,1,0,0,1
2,1,8/11/2014,4158,554,1,0,0,1
2,7,8/10/2014,0,0,0,0,0,0
2,6,8/9/2014,2592,344,1,0,0,0
2,5,8/8/2014,4597,498,1,1,0,1
2,4,8/7/2014,4809,563,1,1,0,1
2,3,8/6/2014,6331,767,1,1,0,1
2,2,8/5/2014,5811,621,1,1,0,1
2,1,8/4/2014,6315,668,1,1,0,1
2,7,8/3/2014,0,0,0,0,0,0
2,6,8/2/2014,3354,451,1,0,0,0
2,5,8/1/2014,5434,620,1,1,0,1
2,4,7/31/2014,6301,703,1,1,0,1
2,3,7/30/2014,6308,768,1,1,0,1
2,2,7/29/2014,5274,561,1,1,0,1
2,1,7/28/2014,6494,641,1,1,0,1
2,7,7/27/2014,0,0,0,0,0,0
2,6,7/26/2014,2243,316,1,0,0,0
2,5,7/25/2014,3956,500,1,0,0,1
2,4,7/24/2014,3886,510,1,0,0,1
2,3,7/23/2014,5152,705,1,0,0,1
2,2,7/22/2014,4509,566,1,0,0,1
2,1,7/21/2014,3802,494,1,0,0,1
2,7,7/20/2014,0,0,0,0,0,0
2,6,7/19/2014,3009,339,1,0,0,0
2,5,7/18/2014,4971,550,1,1,0,0
2,4,7/17/2014,5315,600,1,1,0,0
2,3,7/16/2014,7113,869,1,1,0,0
2,2,7/15/2014,6361,692,1,1,0,0
2,1,7/14/2014,7014,714,1,1,0,0
2,7,7/13/2014,0,0,0,0,0,0
2,6,7/12/2014,2806,340,1,0,0,0
2,5,7/11/2014,3402,494,1,0,0,0
2,4,7/10/2014,4557,507,1,0,0,0
2,3,7/9/2014,4602,568,1,0,0,0
2,2,7/8/2014,4009,538,1,0,0,0
2,1,7/7/2014,3981,522,1,0,0,0
2,7,7/6/2014,0,0,0,0,0,0
2,6,7/5/2014,4043,1013,1,0,0,0
2,5,7/4/2014,5200,1133,1,1,0,0
2,4,7/3/2014,5824,888,1,1,0,0
2,3,7/2/2014,6623,821,1,1,0,0
2,2,7/1/2014,5454,646,1,1,0,0
2,1,6/30/2014,10682,1021,1,1,0,0
2,7,6/29/2014,0,0,0,0,0,0
2,6,6/28/2014,2644,340,1,0,0,0
2,5,6/27/2014,4646,552,1,0,0,0
2,4,6/26/2014,4215,542,1,0,0,0
2,3,6/25/2014,4767,613,1,0,0,0
2,2,6/24/2014,3787,496,1,0,0,0
2,1,6/23/2014,4066,559,1,0,0,0
2,7,6/22/2014,0,0,0,0,0,0
2,6,6/21/2014,2514,324,1,0,0,0
2,5,6/20/2014,4572,538,1,1,0,0
2,4,6/19/2014,5451,617,1,1,0,0
2,3,6/18/2014,6300,775,1,1,0,0
2,2,6/17/2014,5830,625,1,1,0,0
2,1,6/16/2014,7394,748,1,1,0,0
2,7,6/15/2014,0,0,0,0,0,0
2,6,6/14/2014,2897,337,1,0,0,0
2,5,6/13/2014,4568,544,1,0,0,0
2,4,6/12/2014,5187,632,1,0,0,0
2,3,6/11/2014,4976,670,1,0,0,0
2,2,6/10/2014,4403,526,1,0,0,0
2,1,6/9/2014,0,0,0,0,a,0
2,7,6/8/2014,0,0,0,0,0,0
2,6,6/7/2014,2893,384,1,0,0,0
2,5,6/6/2014,5064,602,1,1,0,0
2,4,6/5/2014,5957,657,1,1,0,0
2,3,6/4/2014,7006,877,1,1,0,0
2,2,6/3/2014,5619,641,1,1,0,0
2,1,6/2/2014,7320,775,1,1,0,0
2,7,6/1/2014,0,0,0,0,0,0
2,6,5/31/2014,2953,485,1,0,0,0
2,5,5/30/2014,5694,743,1,0,0,1
2,4,5/29/2014,0,0,0,0,a,0
2,3,5/28/2014,5203,652,1,0,0,0
2,2,5/27/2014,4042,513,1,0,0,0
2,1,5/26/2014,4173,547,1,0,0,0
2,7,5/25/2014,0,0,0,0,0,0
2,6,5/24/2014,2516,334,1,0,0,0
2,5,5/23/2014,4802,555,1,1,0,0
2,4,5/22/2014,4887,582,1,1,0,0
2,3,5/21/2014,5584,753,1,1,0,0
2,2,5/20/2014,5155,629,1,1,0,0
2,1,5/19/2014,6996,734,1,1,0,0
2,7,5/18/2014,0,0,0,0,0,0
2,6,5/17/2014,2532,352,1,0,0,0
2,5,5/16/2014,3779,528,1,0,0,0
2,4,5/15/2014,4108,518,1,0,0,0
2,3,5/14/2014,4700,664,1,0,0,0
2,2,5/13/2014,3974,530,1,0,0,0
2,1,5/12/2014,3860,546,1,0,0,0
2,7,5/11/2014,0,0,0,0,0,0
2,6,5/10/2014,2430,316,1,0,0,0
2,5,5/9/2014,5979,743,1,1,0,0
2,4,5/8/2014,5151,626,1,1,0,0
2,3,5/7/2014,6733,780,1,1,0,0
2,2,5/6/2014,5992,628,1,1,0,0
2,1,5/5/2014,7242,751,1,1,0,0
2,7,5/4/2014,0,0,0,0,0,0
2,6,5/3/2014,2968,369,1,0,0,0
2,5,5/2/2014,7176,743,1,1,0,1
2,4,5/1/2014,0,0,0,1,a,1
2,3,4/30/2014,7646,943,1,1,0,1
2,2,4/29/2014,6667,707,1,1,0,1
2,1,4/28/2014,6520,667,1,1,0,1
2,7,4/27/2014,0,0,0,0,0,0
2,6,4/26/2014,2701,335,1,0,0,0
2,5,4/25/2014,3795,489,1,0,0,1
2,4,4/24/2014,3675,515,1,0,0,1
2,3,4/23/2014,4757,655,1,0,0,1
2,2,4/22/2014,4419,573,1,0,0,1
2,1,4/21/2014,0,0,0,0,b,1
2,7,4/20/2014,0,0,0,0,0,0
2,6,4/19/2014,4146,465,1,0,0,0
2,5,4/18/2014,0,0,0,1,b,0
2,4,4/17/2014,6647,737,1,1,0,0
2,3,4/16/2014,7317,876,1,1,0,0
2,2,4/15/2014,7701,747,1,1,0,0
2,1,4/14/2014,7714,758,1,1,0,0
2,7,4/13/2014,0,0,0,0,0,0
2,6,4/12/2014,2574,328,1,0,0,0
2,5,4/11/2014,4701,516,1,0,0,0
2,4,4/10/2014,3691,471,1,0,0,0
2,3,4/9/2014,5142,706,1,0,0,0
2,2,4/8/2014,4475,519,1,0,0,0
2,1,4/7/2014,3941,528,1,0,0,0
2,7,4/6/2014,0,0,0,0,0,0
2,6,4/5/2014,2655,330,1,0,0,0
2,5,4/4/2014,5016,566,1,1,0,0
2,4,4/3/2014,5078,581,1,1,0,0
2,3,4/2/2014,7013,825,1,1,0,0
2,2,4/1/2014,4862,587,1,1,0,0
2,1,3/31/2014,9908,963,1,1,0,0
2,7,3/30/2014,0,0,0,0,0,0
2,6,3/29/2014,2815,328,1,0,0,0
2,5,3/28/2014,4409,489,1,0,0,0
2,4,3/27/2014,4350,523,1,0,0,0
2,3,3/26/2014,5059,682,1,0,0,0
2,2,3/25/2014,4086,503,1,0,0,0
2,1,3/24/2014,3893,523,1,0,0,0
2,7,3/23/2014,0,0,0,0,0,0
2,6,3/22/2014,2569,314,1,0,0,0
2,5,3/21/2014,4993,551,1,1,0,0
2,4,3/20/2014,4950,574,1,1,0,0
2,3,3/19/2014,6275,747,1,1,0,0
2,2,3/18/2014,5805,644,1,1,0,0
2,1,3/17/2014,7054,743,1,1,0,0
2,7,3/16/2014,0,0,0,0,0,0
2,6,3/15/2014,2678,333,1,0,0,0
2,5,3/14/2014,3321,430,1,0,0,0
2,4,3/13/2014,4172,551,1,0,0,0
2,3,3/12/2014,4581,658,1,0,0,0
2,2,3/11/2014,3575,501,1,0,0,0
2,1,3/10/2014,3799,516,1,0,0,0
2,7,3/9/2014,0,0,0,0,0,0
2,6,3/8/2014,2863,353,1,0,0,0
2,5,3/7/2014,5275,593,1,1,0,0
2,4,3/6/2014,5173,611,1,1,0,0
2,3,3/5/2014,6740,802,1,1,0,0
2,2,3/4/2014,6006,630,1,1,0,0
2,1,3/3/2014,7332,760,1,1,0,0
2,7,3/2/2014,0,0,0,0,0,0
2,6,3/1/2014,3350,373,1,0,0,0
2,5,2/28/2014,4400,555,1,0,0,0
2,4,2/27/2014,3998,493,1,0,0,0
2,3,2/26/2014,4548,632,1,0,0,0
2,2,2/25/2014,3520,489,1,0,0,0
2,1,2/24/2014,3894,499,1,0,0,0
2,7,2/23/2014,0,0,0,0,0,0
2,6,2/22/2014,2563,316,1,0,0,0
2,5,2/21/2014,4790,527,1,1,0,1
2,4,2/20/2014,4961,584,1,1,0,1
2,3,2/19/2014,6419,774,1,1,0,1
2,2,2/18/2014,5979,644,1,1,0,1
2,1,2/17/2014,7584,761,1,1,0,1
2,7,2/16/2014,0,0,0,0,0,0
2,6,2/15/2014,2509,300,1,0,0,0
2,5,2/14/2014,4324,527,1,0,0,0
2,4,2/13/2014,4171,498,1,0,0,0
2,3,2/12/2014,4848,654,1,0,0,0
2,2,2/11/2014,4056,532,1,0,0,0
2,1,2/10/2014,4006,532,1,0,0,0
2,7,2/9/2014,0,0,0,0,0,0
2,6,2/8/2014,2484,331,1,0,0,0
2,5,2/7/2014,4848,565,1,1,0,0
2,4,2/6/2014,6012,670,1,1,0,0
2,3,2/5/2014,7198,820,1,1,0,0
2,2,2/4/2014,7036,671,1,1,0,0
2,1,2/3/2014,7372,791,1,1,0,0
2,7,2/2/2014,0,0,0,0,0,0
2,6,2/1/2014,2929,353,1,0,0,0
2,5,1/31/2014,4608,550,1,0,0,0
2,4,1/30/2014,4214,493,1,0,0,0
2,3,1/29/2014,4292,567,1,0,0,0
2,2,1/28/2014,3677,497,1,0,0,0
2,1,1/27/2014,3708,507,1,0,0,0
2,7,1/26/2014,0,0,0,0,0,0
2,6,1/25/2014,2274,290,1,0,0,0
2,5,1/24/2014,4701,531,1,1,0,0
2,4,1/23/2014,5010,531,1,1,0,0
2,3,1/22/2014,5451,680,1,1,0,0
2,2,1/21/2014,6564,691,1,1,0,0
2,1,1/20/2014,7082,739,1,1,0,0
2,7,1/19/2014,0,0,0,0,0,0
2,6,1/18/2014,2497,322,1,0,0,0
2,5,1/17/2014,3868,480,1,0,0,0
2,4,1/16/2014,3998,507,1,0,0,0
2,3,1/15/2014,4919,673,1,0,0,0
2,2,1/14/2014,4195,497,1,0,0,0
2,1,1/13/2014,4290,552,1,0,0,0
2,7,1/12/2014,0,0,0,0,0,0
2,6,1/11/2014,2872,358,1,0,0,0
2,5,1/10/2014,5146,628,1,1,0,0
2,4,1/9/2014,6081,643,1,1,0,0
2,3,1/8/2014,6597,796,1,1,0,0
2,2,1/7/2014,6567,727,1,1,0,0
2,1,1/6/2014,8317,823,1,1,0,0
2,7,1/5/2014,0,0,0,0,0,0
2,6,1/4/2014,2760,321,1,0,0,0
2,5,1/3/2014,4802,560,1,0,0,1
2,4,1/2/2014,3759,531,1,0,0,1
2,3,1/1/2014,0,0,0,0,a,1
2,2,12/31/2013,2148,268,1,0,0,1
2,1,12/30/2013,7528,852,1,0,0,1
2,7,12/29/2013,0,0,0,0,0,0
2,6,12/28/2013,3561,416,1,0,0,0
2,5,12/27/2013,5582,659,1,0,0,1
2,4,12/26/2013,0,0,0,0,c,1
2,3,12/25/2013,0,0,0,0,c,1
2,2,12/24/2013,2407,277,1,0,0,1
2,1,12/23/2013,8640,971,1,0,0,1
2,7,12/22/2013,0,0,0,0,0,0
2,6,12/21/2013,4941,539,1,0,0,0
2,5,12/20/2013,7574,801,1,1,0,0
2,4,12/19/2013,8559,823,1,1,0,0
2,3,12/18/2013,10019,1011,1,1,0,0
2,2,12/17/2013,10374,882,1,1,0,0
2,1,12/16/2013,10479,925,1,1,0,0
2,7,12/15/2013,0,0,0,0,0,0
2,6,12/14/2013,3236,353,1,0,0,0
2,5,12/13/2013,4808,546,1,0,0,0
2,4,12/12/2013,5232,591,1,0,0,0
2,3,12/11/2013,6052,732,1,0,0,0
2,2,12/10/2013,4994,629,1,0,0,0
2,1,12/9/2013,4392,587,1,0,0,0
2,7,12/8/2013,0,0,0,0,0,0
2,6,12/7/2013,2534,302,1,0,0,0
2,5,12/6/2013,4816,544,1,1,0,0
2,4,12/5/2013,7163,701,1,1,0,0
2,3,12/4/2013,8202,854,1,1,0,0
2,2,12/3/2013,8137,741,1,1,0,0
2,1,12/2/2013,8836,850,1,1,0,0
2,7,12/1/2013,0,0,0,0,0,0
2,6,11/30/2013,3343,365,1,0,0,0
2,5,11/29/2013,5027,587,1,0,0,0
2,4,11/28/2013,5149,579,1,0,0,0
2,3,11/27/2013,5498,694,1,0,0,0
2,2,11/26/2013,4303,543,1,0,0,0
2,1,11/25/2013,4669,556,1,0,0,0
2,7,11/24/2013,0,0,0,0,0,0
2,6,11/23/2013,2965,335,1,0,0,0
2,5,11/22/2013,4474,537,1,1,0,0
2,4,11/21/2013,5397,571,1,1,0,0
2,3,11/20/2013,6390,690,1,1,0,0
2,2,11/19/2013,6016,660,1,1,0,0
2,1,11/18/2013,7435,735,1,1,0,0
2,7,11/17/2013,0,0,0,0,0,0
2,6,11/16/2013,2829,359,1,0,0,0
2,5,11/15/2013,4042,505,1,0,0,0
2,4,11/14/2013,4388,541,1,0,0,0
2,3,11/13/2013,4980,668,1,0,0,0
2,2,11/12/2013,4116,537,1,0,0,0
2,1,11/11/2013,4017,509,1,0,0,0
2,7,11/10/2013,0,0,0,0,0,0
2,6,11/9/2013,3145,376,1,0,0,0
2,5,11/8/2013,5441,590,1,1,0,0
2,4,11/7/2013,5570,630,1,1,0,0
2,3,11/6/2013,6941,798,1,1,0,0
2,2,11/5/2013,6368,681,1,1,0,0
2,1,11/4/2013,7930,768,1,1,0,0
2,7,11/3/2013,0,0,0,0,0,0
2,6,11/2/2013,2688,355,1,0,0,0
2,5,11/1/2013,5507,664,1,0,0,1
2,4,10/31/2013,0,0,0,0,a,1
2,3,10/30/2013,6272,796,1,0,0,1
2,2,10/29/2013,4074,532,1,0,0,1
2,1,10/28/2013,3859,526,1,0,0,1
2,7,10/27/2013,0,0,0,0,0,0
2,6,10/26/2013,2517,348,1,0,0,0
2,5,10/25/2013,4524,531,1,1,0,1
2,4,10/24/2013,5015,604,1,1,0,1
2,3,10/23/2013,5896,754,1,1,0,1
2,2,10/22/2013,5450,582,1,1,0,1
2,1,10/21/2013,6538,730,1,1,0,1
2,7,10/20/2013,0,0,0,0,0,0
2,6,10/19/2013,2441,325,1,0,0,0
2,5,10/18/2013,4095,548,1,0,0,0
2,4,10/17/2013,3986,519,1,0,0,0
2,3,10/16/2013,5035,679,1,0,0,0
2,2,10/15/2013,3584,472,1,0,0,0
2,1,10/14/2013,4528,578,1,0,0,0
2,7,10/13/2013,0,0,0,0,0,0
2,6,10/12/2013,2914,344,1,0,0,0
2,5,10/11/2013,4923,547,1,1,0,0
2,4,10/10/2013,4972,555,1,1,0,0
2,3,10/9/2013,7006,826,1,1,0,0
2,2,10/8/2013,6282,691,1,1,0,0
2,1,10/7/2013,7368,737,1,1,0,0
2,7,10/6/2013,0,0,0,0,0,0
2,6,10/5/2013,2688,342,1,0,0,0
2,5,10/4/2013,4671,547,1,0,0,0
2,4,10/3/2013,2656,381,1,0,a,0
2,3,10/2/2013,5238,691,1,0,0,0
2,2,10/1/2013,3830,539,1,0,0,0
2,1,9/30/2013,5610,691,1,0,0,0
2,7,9/29/2013,0,0,0,0,0,0
2,6,9/28/2013,3428,383,1,0,0,0
2,5,9/27/2013,4874,547,1,1,0,0
2,4,9/26/2013,5795,629,1,1,0,0
2,3,9/25/2013,6708,858,1,1,0,0
2,2,9/24/2013,6387,670,1,1,0,0
2,1,9/23/2013,6802,677,1,1,0,0
2,7,9/22/2013,0,0,0,0,0,0
2,6,9/21/2013,2651,335,1,0,0,0
2,5,9/20/2013,3949,475,1,0,0,0
2,4,9/19/2013,3840,509,1,0,0,0
2,3,9/18/2013,4574,625,1,0,0,0
2,2,9/17/2013,3823,525,1,0,0,0
2,1,9/16/2013,3837,509,1,0,0,0
2,7,9/15/2013,0,0,0,0,0,0
2,6,9/14/2013,2841,352,1,0,0,0
2,5,9/13/2013,4954,550,1,1,0,0
2,4,9/12/2013,5558,618,1,1,0,0
2,3,9/11/2013,6537,791,1,1,0,0
2,2,9/10/2013,6578,707,1,1,0,0
2,1,9/9/2013,7005,726,1,1,0,0
2,7,9/8/2013,0,0,0,0,0,0
2,6,9/7/2013,2540,330,1,0,0,0
2,5,9/6/2013,3793,471,1,0,0,0
2,4,9/5/2013,3784,531,1,0,0,0
2,3,9/4/2013,4709,673,1,0,0,0
2,2,9/3/2013,4199,549,1,0,0,0
2,1,9/2/2013,4305,547,1,0,0,0
2,7,9/1/2013,0,0,0,0,0,0
2,6,8/31/2013,2803,348,1,0,0,0
2,5,8/30/2013,6280,702,1,1,0,0
2,4,8/29/2013,5527,635,1,1,0,0
2,3,8/28/2013,6474,811,1,1,0,0
2,2,8/27/2013,6529,717,1,1,0,0
2,1,8/26/2013,7453,752,1,1,0,0
2,7,8/25/2013,0,0,0,0,0,0
2,6,8/24/2013,2546,343,1,0,0,0
2,5,8/23/2013,3652,523,1,0,0,1
2,4,8/22/2013,3998,536,1,0,0,1
2,3,8/21/2013,4399,655,1,0,0,1
2,2,8/20/2013,3894,517,1,0,0,1
2,1,8/19/2013,3747,528,1,0,0,1
2,7,8/18/2013,0,0,0,0,0,0
2,6,8/17/2013,2731,353,1,0,0,0
2,5,8/16/2013,4895,571,1,1,0,1
2,4,8/15/2013,5186,619,1,1,0,1
2,3,8/14/2013,7229,860,1,1,0,1
2,2,8/13/2013,6154,640,1,1,0,1
2,1,8/12/2013,6518,725,1,1,0,1
2,7,8/11/2013,0,0,0,0,0,0
2,6,8/10/2013,2624,312,1,0,0,0
2,5,8/9/2013,3551,456,1,0,0,1
2,4,8/8/2013,3949,520,1,0,0,1
2,3,8/7/2013,4467,650,1,0,0,1
2,2,8/6/2013,3434,475,1,0,0,1
2,1,8/5/2013,4066,526,1,0,0,1
2,7,8/4/2013,0,0,0,0,0,0
2,6,8/3/2013,2641,353,1,0,0,0
2,5,8/2/2013,4776,545,1,1,0,1
2,4,8/1/2013,5640,643,1,1,0,1
2,3,7/31/2013,8295,942,1,1,0,1
2,2,7/30/2013,6802,702,1,1,0,1
2,1,7/29/2013,7249,717,1,1,0,1
2,7,7/28/2013,0,0,0,0,0,0
2,6,7/27/2013,2059,292,1,0,0,0
2,5,7/26/2013,3441,438,1,0,0,1
2,4,7/25/2013,3531,496,1,0,0,1
2,3,7/24/2013,4282,611,1,0,0,1
2,2,7/23/2013,3726,469,1,0,0,1
2,1,7/22/2013,3658,490,1,0,0,1
2,7,7/21/2013,0,0,0,0,0,0
2,6,7/20/2013,2670,326,1,0,0,0
2,5,7/19/2013,4885,601,1,1,0,1
2,4,7/18/2013,5907,659,1,1,0,1
2,3,7/17/2013,6219,804,1,1,0,1
2,2,7/16/2013,6670,705,1,1,0,1
2,1,7/15/2013,8528,804,1,1,0,1
2,7,7/14/2013,0,0,0,0,0,0
2,6,7/13/2013,2838,357,1,0,0,0
2,5,7/12/2013,4605,560,1,0,0,0
2,4,7/11/2013,4772,593,1,0,0,0
2,3,7/10/2013,5244,735,1,0,0,0
2,2,7/9/2013,4600,582,1,0,0,0
2,1,7/8/2013,4460,565,1,0,0,0
2,7,7/7/2013,0,0,0,0,0,0
2,6,7/6/2013,4504,1164,1,0,0,0
2,5,7/5/2013,5288,1036,1,1,0,0
2,4,7/4/2013,5820,788,1,1,0,0
2,3,7/3/2013,6527,811,1,1,0,0
2,2,7/2/2013,5862,728,1,1,0,0
2,1,7/1/2013,6336,715,1,1,0,0
2,7,6/30/2013,0,0,0,0,0,0
2,6,6/29/2013,3687,428,1,0,0,0
2,5,6/28/2013,5261,664,1,0,0,0
2,4,6/27/2013,4791,575,1,0,0,0
2,3,6/26/2013,4869,684,1,0,0,0
2,2,6/25/2013,3921,533,1,0,0,0
2,1,6/24/2013,4388,562,1,0,0,0
2,7,6/23/2013,0,0,0,0,0,0
2,6,6/22/2013,2566,361,1,0,0,0
2,5,6/21/2013,5333,626,1,1,0,0
2,4,6/20/2013,4683,547,1,1,0,0
2,3,6/19/2013,5708,734,1,1,0,0
2,2,6/18/2013,5309,611,1,1,0,0
2,1,6/17/2013,7259,743,1,1,0,0
2,7,6/16/2013,0,0,0,0,0,0
2,6,6/15/2013,2724,372,1,0,0,0
2,5,6/14/2013,4437,558,1,0,0,0
2,4,6/13/2013,3763,490,1,0,0,0
2,3,6/12/2013,4638,645,1,0,0,0
2,2,6/11/2013,4233,595,1,0,0,0
2,1,6/10/2013,3786,495,1,0,0,0
2,7,6/9/2013,0,0,0,0,0,0
2,6,6/8/2013,2246,306,1,0,0,0
2,5,6/7/2013,5237,587,1,1,0,0
2,4,6/6/2013,4776,580,1,1,0,0
2,3,6/5/2013,6682,823,1,1,0,0
2,2,6/4/2013,6280,709,1,1,0,0
2,1,6/3/2013,6959,753,1,1,0,0
2,7,6/2/2013,0,0,0,0,0,0
2,6,6/1/2013,2335,295,1,0,0,0
2,5,5/31/2013,5916,632,1,1,0,0
2,4,5/30/2013,5822,631,1,1,0,0
2,3,5/29/2013,5345,679,1,1,0,0
2,2,5/28/2013,5732,665,1,1,0,0
2,1,5/27/2013,6751,678,1,1,0,0
2,7,5/26/2013,0,0,0,0,0,0
2,6,5/25/2013,2823,453,1,0,0,0
2,5,5/24/2013,3778,534,1,0,0,0
2,4,5/23/2013,3916,553,1,0,0,0
2,3,5/22/2013,4663,609,1,0,0,0
2,2,5/21/2013,4548,622,1,0,0,0
2,1,5/20/2013,0,0,0,0,a,0
2,7,5/19/2013,0,0,0,0,0,0
2,6,5/18/2013,2343,325,1,0,0,0
2,5,5/17/2013,4582,541,1,1,0,0
2,4,5/16/2013,5317,635,1,1,0,0
2,3,5/15/2013,6263,807,1,1,0,0
2,2,5/14/2013,5913,672,1,1,0,0
2,1,5/13/2013,6604,739,1,1,0,0
2,7,5/12/2013,0,0,0,0,0,0
